seal_id,raw_sequence,role_string,seq_len,core1,core2,position_core1,rel_position,left_role,right_role,has_title,has_rel,has_boundary,structural_class,verdict,confidence,verdict_reason,motif,site,interpretation
seal_1279,M019 M342 M231 M259 M162 M391 M293,START END CORE CORE END END END,7,M231,M259,2,0.333,END,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",rhinoceros,Harappa,COMPOUND_ENTITY
seal_1282,M059 M089 M342 M122 M145 M059 M048,REL END END CORE CORE REL END,7,M122,M145,3,0.5,END,REL,False,True,False,HAS_REL_ELSEWHERE,AMBIGUOUS_REL_BEFORE,LOW,REL precedes the pair — first CORE may be terminal of relational phrase,zebu bull,Chanhu-daro,HEADLESS
seal_1291,M012 M125 M176 M223 M270 M342,END BOUNDARY END CORE CORE END,6,M223,M270,3,0.6,END,END,False,False,True,BARE_JUXTAPOSITION,PROBABLE_COMPOUND,HIGH,"No title, no REL, flanked by END markers — genuine juxtaposition compound",tiger,Harappa,HEADLESS
seal_1302,M082 M342 M328 M250 M100 M065 M355 M048,START END END CORE CORE END CORE END,8,M250,M100,3,0.429,END,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",script only,Mohenjo-daro,COMPOUND_ENTITY
seal_1336,M051 M345 M209 M336 M293,END CORE CORE END END,5,M345,M209,1,0.25,END,END,False,False,False,BARE_JUXTAPOSITION,PROBABLE_COMPOUND,HIGH,"No title, no REL, flanked by END markers — genuine juxtaposition compound",elephant,Harappa,HEADLESS
seal_1371,M039 M321 M416 M289 M223 M089 M293,START CORE CORE CORE CORE END END,7,M321,M416,1,0.167,START,CORE,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",elephant,Harappa,COMPOUND_ENTITY
seal_1371,M039 M321 M416 M289 M223 M089 M293,START CORE CORE CORE CORE END END,7,M416,M289,2,0.333,CORE,CORE,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",elephant,Harappa,COMPOUND_ENTITY
seal_1371,M039 M321 M416 M289 M223 M089 M293,START CORE CORE CORE CORE END END,7,M289,M223,3,0.5,CORE,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",elephant,Harappa,COMPOUND_ENTITY
seal_1378,M026 M245 M099 M387 M279 M051,START CORE END CORE CORE END,6,M387,M279,3,0.6,END,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Lothal,COMPOUND_ENTITY
seal_1395,M046 M328 M267 M382 M192 M233,START END END CORE CORE END,6,M382,M192,3,0.6,END,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",buffalo,Mohenjo-daro,COMPOUND_ENTITY
seal_1425,M006 M290 M254 M142 M176 M162 M293,START CORE CORE CORE END END END,7,M290,M254,1,0.167,START,CORE,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Harappa,COMPOUND_ENTITY
seal_1425,M006 M290 M254 M142 M176 M162 M293,START CORE CORE CORE END END END,7,M254,M142,2,0.333,CORE,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Harappa,COMPOUND_ENTITY
seal_1429,M021 M201 M324 M267 M211 M401 M387 M342,START CORE CORE END END REL CORE END,8,M201,M324,1,0.143,START,END,True,True,False,HAS_REL_ELSEWHERE,AMBIGUOUS_REL_AFTER,LOW,REL follows pair — second CORE may begin a relational phrase,script only,Mohenjo-daro,COMPOUND_ENTITY
seal_1433,M125 M137 M130 M391,BOUNDARY CORE CORE END,4,M137,M130,1,0.333,BOUNDARY,END,False,False,True,BARE_JUXTAPOSITION,POSSIBLE_COMPOUND,MEDIUM,"No title, no REL — unusual flanking role pattern",rhinoceros,Harappa,HEADLESS
seal_1460,M079 M224 M319 M233,START CORE CORE END,4,M224,M319,1,0.333,START,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Mohenjo-daro,COMPOUND_ENTITY
seal_1469,M065 M059 M284 M369 M293 M267 M354 M176,END REL CORE CORE END END CORE END,8,M284,M369,2,0.286,REL,END,False,True,False,HAS_REL_ELSEWHERE,AMBIGUOUS_REL_BEFORE,LOW,REL precedes the pair — first CORE may be terminal of relational phrase,zebu bull,Harappa,HEADLESS
seal_1484,M052 M275 M253 M089,START CORE CORE END,4,M275,M253,1,0.333,START,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Chanhu-daro,COMPOUND_ENTITY
seal_1502,M051 M170 M239 M176 M293,END CORE CORE END END,5,M170,M239,1,0.25,END,END,False,False,False,BARE_JUXTAPOSITION,PROBABLE_COMPOUND,HIGH,"No title, no REL, flanked by END markers — genuine juxtaposition compound",unicorn,Kalibangan,HEADLESS
seal_1541,M029 M402 M231 M267 M342 M211 M176,START CORE CORE END END END END,7,M402,M231,1,0.167,START,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",script only,Mohenjo-daro,COMPOUND_ENTITY
seal_1544,M080 M183 M261 M328 M267 M211 M342 M220,START CORE CORE END END END END END,8,M183,M261,1,0.143,START,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",zebu bull,Mohenjo-daro,COMPOUND_ENTITY
seal_1546,M042 M184 M241 M148 M336,START CORE CORE CORE END,5,M184,M241,1,0.25,START,CORE,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",zebu bull,Kalibangan,COMPOUND_ENTITY
seal_1546,M042 M184 M241 M148 M336,START CORE CORE CORE END,5,M241,M148,2,0.5,CORE,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",zebu bull,Kalibangan,COMPOUND_ENTITY
seal_1551,M077 M286 M216 M059,START CORE CORE REL,4,M286,M216,1,0.333,START,REL,True,True,False,HAS_REL_ELSEWHERE,AMBIGUOUS_REL_AFTER,LOW,REL follows pair — second CORE may begin a relational phrase,tiger,Lothal,INCOMPLETE
seal_1556,M047 M342 M381 M321 M220,START END CORE CORE END,5,M381,M321,2,0.5,END,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Harappa,COMPOUND_ENTITY
seal_1576,M076 M135 M255 M367,START CORE CORE END,4,M135,M255,1,0.333,START,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",script only,Mohenjo-daro,COMPOUND_ENTITY
seal_1630,M023 M124 M144 M233,START CORE CORE END,4,M124,M144,1,0.333,START,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Harappa,COMPOUND_ENTITY
seal_1647,M073 M391 M336 M248 M256 M233,START END END CORE CORE END,6,M248,M256,3,0.6,END,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Mohenjo-daro,COMPOUND_ENTITY
